"","QLI","IS_CHRISTMAS","LAST_1_MONTH_AVG","LAST_1_MONTH_MID75","LAST_1_MONTH_MAX","LAST_1_MONTH_SUM","LAST_1_MONTH_MID","LAST_2_MONTH_AVG","LAST_1_MONTH_MID25","LAST_2_MONTH_MAX","LAST_2_MONTH_SUM","LAST_2_MONTH_MID75","WEEK_OF_YEAR","MONTH_OF_YEAR","LAST_2_MONTH_MID","LAST_2_MONTH_MID25","LAST_3_MONTH_AVG","LAST_3_MONTH_MAX","LAST_1_MONTH_MIN","LAST_3_MONTH_MID25","LAST_3_MONTH_SUM"
"1",-0.311870000000001,0,0.902882395460694,0.808922638888889,8.16624941666667,23.6842709305556,0.31645875,0.590981374892458,0.125202930555556,8.19027404166667,28.5829295416667,0.495774840277778,52,1,0.1950651875,0.0504228125,0.476299546982892,8.20091459722223,-0.31341725,0.0368404166666667,31.7496538055555
"2",2.22964,0,1.04863204305366,1.05800667857143,8.25073535714286,25.7878048214286,0.501295125,1.48964969830267,0.2053035,17.8093671785714,77.138542,1.27452092857143,5,2,0.575681339285714,0.241314071428571,1.12580704553367,17.8093671785714,-0.254238857142857,0.140811232142857,86.8332588571429
"3",1.574601,0,0.12432236870898,0.217191918367347,0.801076938775511,2.40037875510204,0.0953150306122449,0.42997236348733,0.0224744693877551,5.80439293877551,19.181384877551,0.45978837755102,9,3,0.16161556122449,0.0425225408163265,0.811217937961801,12.4957843877551,-0.353765122448979,0.0753083265306123,53.3798980204081
"4",0.0691839999999993,0,0.135593183572598,0.194958079545455,2.15085534090909,3.55288806818182,0.0907362727272727,0.127774492431856,-0.0269493636363636,2.39545054545455,6.14452188636364,0.195853897727273,13,4,0.0791916818181818,-0.000959079545454545,0.357266907661592,6.44627761363636,-0.706698181818182,0.0258520113636364,24.5292215454545
"5",0.863865,0,0.11588438448535,0.152343191666667,0.9530916,2.33152296666667,0.0701377416666667,0.111557387222112,0.006165375,1.9178255,4.94718581666667,0.158424141666667,18,5,0.0711010749999999,-0.009628175,0.110199316871006,2.10670571666667,-0.282922716666667,0.00562124166666667,6.87533011666666
"6",5.352031,0,0.310691009387076,0.274522807692308,3.28453835897436,7.57683848717948,0.105046307692308,0.241807601158758,0.0284087692307692,3.36001776923077,10.9378906666667,0.220572974358974,22,6,0.102974551282051,0.0257615769230769,0.212459927532559,4.10561641025641,-0.342762025641026,0.0215030256410256,14.945582948718
"7",3.183479,0,0.136423197104709,0.129380235294118,1.11579833333333,3.32277805882353,0.0705459509803922,0.189052408363373,0.0197756470588235,2.57862458823529,9.03445525490196,0.156453852941176,26,7,0.0690886078431373,0.0154046862745098,0.175204771633031,2.72525101960784,-0.214514823529412,0.012644568627451,11.7594295490196
"8",10.78775,0,0.161771240502469,0.245901172413793,1.20591931034483,4.06449520689655,0.120549620689655,0.20037133534551,0.0432778103448276,2.08455251724138,9.66215789655172,0.230327948275862,31,8,0.116017224137931,0.0477611206896552,0.266515607814262,4.21454224137931,-1.02810537931034,0.0452235862068965,19.2873348275862
"9",26.572521,0,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,35,9,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571,0.632679071428571
"10",-0.570557,0,0.641353841275118,0.693880928571428,6.3773572,17.7911437714286,0.295307242857143,0.641353841275118,0.0912832,6.3773572,17.7911437714286,0.693880928571428,39,10,0.295307242857143,0.0912832,0.641353841275118,6.3773572,-1.39923294285714,0.0912832,17.7911437714286
"11",18.179153,0,0.233136201358858,0.350724976744186,1.00194237209302,5.77008511627907,0.177867465116279,0.403607305223072,0.0571855697674419,5.40012067441861,20.7606744883721,0.448547523255814,44,11,0.212235604651163,0.0580106511627907,0.403607305223072,5.40012067441861,-0.175857441860465,0.0580106511627907,20.7606744883721
"12",201.892354,0,0.420344160469461,0.373794435185185,3.8998457962963,10.3031803703704,0.199904481481481,0.32062586145175,0.0832548425925926,3.92293231481482,14.5957760555556,0.334553907407408,48,12,0.168755277777778,0.0629722314814815,0.376984500698271,5.72158292592592,-0.107086203703704,0.0608423611111111,26.5296118518519
